Accession	Geo_Location	Collection_Date	GenBank_Title
MT345887	USA: ID	2020-03-29	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-4448/2020, complete genome"
MT345888	USA: ID	2020-03-29	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/ID-UW-4461/2020, complete genome"
MT339039	USA: AZ	2020-03-17	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AZ-ASU2922/2020, complete genome"
MT339040	USA: AZ	2020-03-16	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AZ-ASU2923/2020, complete genome"
MT339041	USA: AZ	2020-03-17	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AZ-ASU2936/2020, complete genome"
MT334522	USA: UT	2020-03-05	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00001/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334523	USA: UT	2020-03-05	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00003/2020, complete genome"
MT334524	USA: UT	2020-03-05	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00004/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334525	USA: UT	2020-03-07	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00005/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334526	USA: UT	2020-03-07	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00006/2020, complete genome"
MT334527	USA: UT	2020-03-11	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00008/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334528	USA: UT	2020-03-12	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00009/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334529	USA: UT	2020-03-10	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00010/2020, complete genome"
MT334530	USA: UT	2020-03-11	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00011/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334531	USA: UT	2020-03-12	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00012/2020, complete genome"
MT334532	USA: UT	2020-03-12	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00013/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334533	USA: UT	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00014/2020, complete genome"
MT334534	USA: UT	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00015/2020, complete genome"
MT334535	USA: UT	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00016/2020, complete genome"
MT334536	USA: UT	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00017/2020, complete genome"
MT334537	USA: UT	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00019/2020, complete genome"
MT334538	USA: UT	2020-03-13	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00020/2020, complete genome"
MT334539	USA: UT	2020-03-14	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00021/2020, complete genome"
MT334540	USA: UT	2020-03-14	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00022/2020, complete genome"
MT334541	USA: UT	2020-03-11	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00023/2020, complete genome"
MT334542	USA: UT	2020-03-11	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00025/2020, complete genome"
MT334543	USA: UT	2020-03-16	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00027/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334544	USA: UT	2020-03-19	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00028/2020, complete genome"
MT334545	USA: UT	2020-03-19	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00031/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334546	USA: UT	2020-03-19	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00032/2020, complete genome"
MT334547	USA: UT	2020-03-19	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00033/2020, complete genome"
MT334548	USA: UT	2020-03-20	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00034/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334549	USA: UT	2020-03-12	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00087/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), and membrane glycoprotein (M) genes, partial cds; ORF6 protein (ORF6) gene, complete cds; ORF7a protein (ORF7a) gene, partial cds; ORF7b gene, complete sequence; ORF8 protein (ORF8) gene, partial cds; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
MT334550	USA: UT	2020-03-14	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00089/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334551	USA: UT	2020-03-14	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00090/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334552	USA: UT	2020-03-23	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00159/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334553	USA: UT	2020-03-24	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00284/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334554	USA: UT	2020-03-19	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00287/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334555	USA: UT	2020-03-20	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00288/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334556	USA: UT	2020-03-20	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00289/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334557	USA: UT	2020-03-20	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00290/2020, complete genome"
MT334558	USA: UT	2020-03-19	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00291/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334559	USA: UT	2020-03-24	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00297/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334560	USA: UT	2020-03-25	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00300/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a gene, complete sequence; and ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334561	USA: UT	2020-03-26	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00301/2020, complete genome"
MT334562	USA: UT	2020-03-25	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00302/2020 ORF1ab polyprotein (ORF1ab) gene, partial cds; ORF1a polyprotein (ORF1ab) gene, complete cds; surface glycoprotein (S) gene, partial cds; ORF3a protein (ORF3a) gene, complete cds; envelope protein (E) and membrane glycoprotein (M) genes, partial cds; ORF6 protein (ORF6) gene, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; ORF8 protein (ORF8) gene, complete cds; nucleocapsid phosphoprotein (N) gene, partial cds; and ORF10 gene, complete sequence"
MT334563	USA: UT	2020-03-26	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00303/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334564	USA: UT	2020-03-25	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00342/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334565	USA: UT	2020-03-26	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00344/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334566	USA: UT	2020-03-25	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00345/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334567	USA: UT	2020-03-26	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00346/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334568	USA: UT	2020-03-27	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00347/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334569	USA: UT	2020-03-27	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00348/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334570	USA: UT	2020-03-26	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00349/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334571	USA: UT	2020-03-26	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00350/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334572	USA: UT	2020-03-27	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00352/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT334573	USA: UT	2020-03-30	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UT-00361/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MT324062	South Africa: KwaZulu-Natal	2020-03-07	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/R03006/2020, complete genome"
MT324679	Tunisia	2020-03-29	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TUN/Tunis_6401/2020 surface glycoprotein (S) gene, partial cds"
MT324680	Tunisia	2020-04-03	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TUN/Tunis_7643/2020 surface glycoprotein (S) gene, partial cds"
MT324681	Tunisia	2020-03-29	"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TUN/Tunis_6401/2020 ORF1ab polyprotein and ORF1 polyprotein (ORF1ab) gene, partial cds"
